household_type_id,ami_percentile,age_group,year,total_hh
More than one adult with children,1410,45-64,2017,NA
More than one adult with children,1410,45-64,2018,NA
More than one adult with children,1410,45-64,2019,NA
More than one adult with children,1410,45-64,2021,NA
More than one adult with children,1410,45-64,2022,NA
More than one adult with children,1410,45-64,2023,NA
More than one adult with no children,1410,25-44,2000,NA
More than one adult with no children,1410,25-44,2001,NA
More than one adult with no children,1410,25-44,2002,NA
More than one adult with no children,1410,25-44,2003,NA
More than one adult with no children,1410,25-44,2004,NA
More than one adult with no children,1410,25-44,2005,NA
More than one adult with no children,1410,25-44,2006,NA
More than one adult with no children,1410,25-44,2007,NA
More than one adult with no children,1410,25-44,2008,NA
More than one adult with no children,1410,25-44,2009,NA
More than one adult with no children,1410,25-44,2010,NA
More than one adult with no children,1410,25-44,2011,NA
More than one adult with no children,1410,25-44,2012,NA
More than one adult with no children,1410,25-44,2013,NA
More than one adult with no children,1410,25-44,2014,NA
More than one adult with no children,1410,25-44,2015,NA
More than one adult with no children,1410,25-44,2016,NA
More than one adult with no children,1410,25-44,2017,NA
More than one adult with no children,1410,25-44,2018,NA
More than one adult with no children,1410,25-44,2019,NA
More than one adult with no children,1410,25-44,2021,NA
More than one adult with no children,1410,25-44,2022,NA
More than one adult with no children,1410,25-44,2023,75
More than one adult with no children,1410,45-64,2000,NA
More than one adult with no children,1410,45-64,2001,NA
More than one adult with no children,1410,45-64,2002,NA
More than one adult with no children,1410,45-64,2003,NA
More than one adult with no children,1410,45-64,2004,NA
More than one adult with no children,1410,45-64,2005,NA
More than one adult with no children,1410,45-64,2006,NA
More than one adult with no children,1410,45-64,2007,NA
More than one adult with no children,1410,45-64,2008,81
More than one adult with no children,1410,45-64,2009,221
More than one adult with no children,1410,45-64,2010,68
More than one adult with no children,1410,45-64,2011,NA
More than one adult with no children,1410,45-64,2012,NA
More than one adult with no children,1410,45-64,2013,59
More than one adult with no children,1410,45-64,2014,NA
More than one adult with no children,1410,45-64,2015,NA
More than one adult with no children,1410,45-64,2016,NA
More than one adult with no children,1410,45-64,2017,NA
More than one adult with no children,1410,45-64,2018,NA
More than one adult with no children,1410,45-64,2019,NA
More than one adult with no children,1410,45-64,2021,60
More than one adult with no children,1410,45-64,2022,NA
More than one adult with no children,1410,45-64,2023,NA
More than one adult with no children,1410,65 and over,2000,NA
More than one adult with no children,1410,65 and over,2001,NA
More than one adult with no children,1410,65 and over,2002,NA
More than one adult with no children,1410,65 and over,2003,NA
More than one adult with no children,1410,65 and over,2004,NA
More than one adult with no children,1410,65 and over,2005,NA
More than one adult with no children,1410,65 and over,2006,NA
More than one adult with no children,1410,65 and over,2007,NA
More than one adult with no children,1410,65 and over,2008,NA
More than one adult with no children,1410,65 and over,2009,NA
More than one adult with no children,1410,65 and over,2010,NA
More than one adult with no children,1410,65 and over,2011,NA
More than one adult with no children,1410,65 and over,2012,NA
More than one adult with no children,1410,65 and over,2013,NA
More than one adult with no children,1410,65 and over,2014,NA
More than one adult with no children,1410,65 and over,2015,NA
More than one adult with no children,1410,65 and over,2016,NA
More than one adult with no children,1410,65 and over,2017,NA
More than one adult with no children,1410,65 and over,2018,65
More than one adult with no children,1410,65 and over,2019,NA
More than one adult with no children,1410,65 and over,2021,NA
More than one adult with no children,1410,65 and over,2022,NA
More than one adult with no children,1410,65 and over,2023,NA
More than one adult with children,1420,45-64,2000,18
More than one adult with children,1420,45-64,2001,NA
More than one adult with children,1420,45-64,2002,NA
More than one adult with children,1420,45-64,2003,NA
More than one adult with children,1420,45-64,2004,NA
More than one adult with children,1420,45-64,2005,NA
More than one adult with children,1420,45-64,2006,NA
More than one adult with children,1420,45-64,2007,NA
More than one adult with children,1420,45-64,2008,NA
More than one adult with children,1420,45-64,2009,NA
More than one adult with children,1420,45-64,2010,NA
More than one adult with children,1420,45-64,2011,NA
More than one adult with children,1420,45-64,2012,NA
More than one adult with children,1420,45-64,2013,NA
More than one adult with children,1420,45-64,2014,NA
More than one adult with children,1420,45-64,2015,NA
More than one adult with children,1420,45-64,2016,NA
More than one adult with children,1420,45-64,2017,NA
More than one adult with children,1420,45-64,2018,NA
More than one adult with children,1420,45-64,2019,NA
More than one adult with children,1420,45-64,2021,79
More than one adult with children,1420,45-64,2022,NA
More than one adult with children,1420,45-64,2023,NA
More than one adult with no children,1420,18-24,2000,NA
More than one adult with no children,1420,18-24,2001,NA
More than one adult with no children,1420,18-24,2002,NA
More than one adult with no children,1420,18-24,2003,NA
More than one adult with no children,1420,18-24,2004,NA
More than one adult with no children,1420,18-24,2005,NA
More than one adult with no children,1420,18-24,2006,NA
More than one adult with no children,1420,18-24,2007,NA
More than one adult with no children,1420,18-24,2008,NA
More than one adult with no children,1420,18-24,2009,94
More than one adult with no children,1420,18-24,2010,NA
More than one adult with no children,1420,18-24,2011,NA
More than one adult with no children,1420,18-24,2012,NA
More than one adult with no children,1420,18-24,2013,NA
More than one adult with no children,1420,18-24,2014,NA
More than one adult with no children,1420,18-24,2015,NA
More than one adult with no children,1420,18-24,2016,NA
More than one adult with no children,1420,18-24,2017,NA
More than one adult with no children,1420,18-24,2018,NA
More than one adult with no children,1420,18-24,2019,NA
More than one adult with no children,1420,18-24,2021,NA
More than one adult with no children,1420,18-24,2022,NA
More than one adult with no children,1420,18-24,2023,NA
More than one adult with no children,1420,25-44,2000,27
More than one adult with no children,1420,25-44,2001,NA
More than one adult with no children,1420,25-44,2002,NA
More than one adult with no children,1420,25-44,2003,NA
More than one adult with no children,1420,25-44,2004,NA
More than one adult with no children,1420,25-44,2005,NA
More than one adult with no children,1420,25-44,2006,NA
More than one adult with no children,1420,25-44,2007,NA
More than one adult with no children,1420,25-44,2008,NA
More than one adult with no children,1420,25-44,2009,NA
More than one adult with no children,1420,25-44,2010,NA
More than one adult with no children,1420,25-44,2011,NA
More than one adult with no children,1420,25-44,2012,NA
More than one adult with no children,1420,25-44,2013,NA
More than one adult with no children,1420,25-44,2014,NA
More than one adult with no children,1420,25-44,2015,NA
More than one adult with no children,1420,25-44,2016,NA
More than one adult with no children,1420,25-44,2017,NA
More than one adult with no children,1420,25-44,2018,NA
More than one adult with no children,1420,25-44,2019,NA
More than one adult with no children,1420,25-44,2021,NA
More than one adult with no children,1420,25-44,2022,NA
More than one adult with no children,1420,25-44,2023,NA
More than one adult with no children,1420,45-64,2000,NA
More than one adult with no children,1420,45-64,2001,NA
More than one adult with no children,1420,45-64,2002,NA
More than one adult with no children,1420,45-64,2003,NA
More than one adult with no children,1420,45-64,2004,NA
More than one adult with no children,1420,45-64,2005,NA
More than one adult with no children,1420,45-64,2006,NA
More than one adult with no children,1420,45-64,2007,NA
More than one adult with no children,1420,45-64,2008,NA
More than one adult with no children,1420,45-64,2009,NA
More than one adult with no children,1420,45-64,2010,NA
More than one adult with no children,1420,45-64,2011,61
More than one adult with no children,1420,45-64,2012,NA
More than one adult with no children,1420,45-64,2013,NA
More than one adult with no children,1420,45-64,2014,NA
More than one adult with no children,1420,45-64,2015,NA
More than one adult with no children,1420,45-64,2016,62
More than one adult with no children,1420,45-64,2017,NA
More than one adult with no children,1420,45-64,2018,NA
More than one adult with no children,1420,45-64,2019,NA
More than one adult with no children,1420,45-64,2021,NA
More than one adult with no children,1420,45-64,2022,NA
More than one adult with no children,1420,45-64,2023,NA
More than one adult with no children,1420,65 and over,2000,NA
More than one adult with no children,1420,65 and over,2001,NA
More than one adult with no children,1420,65 and over,2002,NA
More than one adult with no children,1420,65 and over,2003,NA
More than one adult with no children,1420,65 and over,2004,NA
More than one adult with no children,1420,65 and over,2005,NA
More than one adult with no children,1420,65 and over,2006,NA
More than one adult with no children,1420,65 and over,2007,NA
